Timestamp,Flex_Value,Accel_X,Accel_Y,Accel_Z,Stability,Intensity,Direction,Rep_Count
15:44:29,134.0,-0.040,-0.471,0.042,0.225,0.0107,FORWARD,2
15:44:30,132.7,-0.033,-0.474,0.033,0.227,0.0118,DOWN,2
15:44:30,131.2,-0.030,-0.487,0.019,0.239,0.0194,BACK,2
15:44:30,129.5,-0.028,-0.515,-0.001,0.266,0.0341,BACK,2
15:44:30,129.2,-0.021,-0.538,-0.018,0.290,0.0290,BACK,2
15:44:30,130.7,-0.013,-0.552,-0.031,0.306,0.0215,BACK,2
15:44:30,129.7,-0.005,-0.554,-0.040,0.309,0.0129,DOWN,2
15:44:30,130.7,0.002,-0.552,-0.043,0.306,0.0078,STILL,2
15:44:30,130.8,0.008,-0.543,-0.046,0.297,0.0104,FORWARD,2
15:44:30,130.3,0.008,-0.532,-0.044,0.285,0.0111,FORWARD,2
15:44:30,130.0,0.005,-0.515,-0.043,0.267,0.0174,FORWARD,2
15:44:30,129.7,-0.002,-0.499,-0.043,0.251,0.0174,FORWARD,2
15:44:30,130.5,-0.011,-0.490,-0.050,0.243,0.0141,FORWARD,2
15:44:30,130.2,-0.024,-0.489,-0.059,0.243,0.0163,LEFT,2
15:44:30,131.5,-0.040,-0.497,-0.069,0.254,0.0211,LEFT,2
15:44:30,129.5,-0.056,-0.504,-0.077,0.263,0.0187,LEFT,2
15:44:30,130.2,-0.066,-0.508,-0.077,0.269,0.0107,LEFT,2
15:44:30,130.3,-0.063,-0.517,-0.074,0.276,0.0091,STILL,2
15:44:30,130.0,-0.056,-0.524,-0.070,0.283,0.0110,BACK,2
15:44:30,128.4,-0.044,-0.531,-0.066,0.288,0.0147,RIGHT,2
15:44:30,128.4,-0.035,-0.540,-0.060,0.296,0.0140,RIGHT,2
15:44:30,128.4,-0.039,-0.544,-0.055,0.300,0.0074,STILL,2
15:44:30,126.9,-0.043,-0.547,-0.050,0.303,0.0076,STILL,2
15:44:30,126.0,-0.048,-0.553,-0.046,0.310,0.0081,STILL,2
15:44:30,124.4,-0.056,-0.557,-0.045,0.315,0.0087,STILL,2
15:44:30,124.3,-0.063,-0.552,-0.045,0.311,0.0085,STILL,2
15:44:30,125.3,-0.061,-0.548,-0.044,0.306,0.0044,STILL,2
15:44:30,125.4,-0.056,-0.544,-0.042,0.301,0.0070,STILL,2
15:44:30,125.8,-0.050,-0.540,-0.042,0.295,0.0073,STILL,2
15:44:30,127.2,-0.047,-0.535,-0.040,0.290,0.0057,STILL,2
15:44:30,125.5,-0.041,-0.529,-0.036,0.283,0.0091,STILL,2
15:44:30,124.8,-0.037,-0.524,-0.031,0.277,0.0085,STILL,2
15:44:30,124.8,-0.034,-0.519,-0.027,0.272,0.0072,STILL,2
15:44:30,124.2,-0.033,-0.514,-0.023,0.266,0.0066,STILL,2
15:44:30,126.7,-0.031,-0.507,-0.019,0.259,0.0078,STILL,2
15:44:30,126.8,-0.025,-0.503,-0.016,0.254,0.0085,STILL,2
15:44:30,127.0,-0.018,-0.499,-0.015,0.250,0.0074,STILL,2
15:44:30,126.7,-0.014,-0.500,-0.014,0.250,0.0047,STILL,2
15:44:30,126.5,-0.010,-0.500,-0.015,0.251,0.0035,STILL,2
15:44:30,127.3,-0.009,-0.505,-0.015,0.255,0.0048,STILL,2
15:44:30,127.1,-0.010,-0.512,-0.015,0.262,0.0066,STILL,2
15:44:30,125.7,-0.014,-0.522,-0.015,0.273,0.0116,BACK,2
15:44:30,125.9,-0.019,-0.531,-0.015,0.282,0.0098,STILL,2
15:44:30,126.6,-0.023,-0.532,-0.014,0.284,0.0045,STILL,2
15:44:30,126.8,-0.027,-0.532,-0.017,0.284,0.0046,STILL,2
15:44:30,128.6,-0.029,-0.529,-0.018,0.281,0.0039,STILL,2
15:44:30,129.0,-0.030,-0.526,-0.021,0.278,0.0036,STILL,2
15:44:30,129.1,-0.028,-0.524,-0.025,0.276,0.0049,STILL,2
15:44:30,129.9,-0.022,-0.523,-0.029,0.274,0.0081,STILL,2
15:44:30,130.9,-0.014,-0.521,-0.034,0.272,0.0095,STILL,2
15:44:30,130.7,-0.004,-0.519,-0.038,0.271,0.0106,RIGHT,2
15:44:30,132.2,0.004,-0.519,-0.043,0.271,0.0094,STILL,2
15:44:30,131.8,0.011,-0.521,-0.046,0.274,0.0084,STILL,2
15:44:30,130.0,0.018,-0.524,-0.048,0.277,0.0072,STILL,2
15:44:30,131.8,0.025,-0.525,-0.048,0.278,0.0069,STILL,2
15:44:30,130.5,0.031,-0.526,-0.049,0.280,0.0068,STILL,2
15:44:30,131.9,0.035,-0.526,-0.050,0.281,0.0035,STILL,2
15:44:30,133.7,0.034,-0.526,-0.050,0.280,0.0006,STILL,2
15:44:30,134.0,0.033,-0.529,-0.049,0.283,0.0034,STILL,2
15:44:30,133.5,0.032,-0.532,-0.048,0.286,0.0029,STILL,2
