Timestamp,Raw_ADC,Filtered_ADC,Angle
00:03:18,132,132.00
00:03:18,138,138.00
00:03:18,128,128.00
00:03:19,128,128.00
00:03:19,137,137.00
00:03:19,128,128.00
00:03:19,126,126.00
00:03:19,127,127.00
00:03:19,128,128.00
00:03:19,127,127.00
00:03:19,128,128.00
00:03:19,128,128.00
00:03:19,128,128.00
00:03:19,116,116.00
00:03:19,129,129.00
00:03:20,128,128.00
00:03:20,137,137.00
00:03:20,138,138.00
00:03:20,128,128.00
00:03:20,135,135.00
00:03:20,134,134.00
00:03:20,129,129.00
00:03:20,137,137.00
00:03:20,135,135.00
00:03:20,135,135.00
00:03:20,136,136.00
00:03:20,136,136.00
00:03:21,123,123.00
00:03:21,127,127.00
00:03:21,132,132.00
00:03:21,137,137.00
00:03:21,128,128.00
00:03:21,131,131.00
00:03:21,130,130.00
00:03:21,136,136.00
00:03:21,135,135.00
00:03:21,139,139.00
00:03:21,133,133.00
00:03:21,136,136.00
00:03:22,127,127.00
00:03:22,132,132.00
00:03:22,136,136.00
00:03:22,133,133.00
00:03:22,136,136.00
00:03:22,123,123.00
00:03:22,131,131.00
00:03:22,134,134.00
00:03:22,135,135.00
00:03:22,132,132.00
00:03:22,135,135.00
00:03:22,135,135.00
00:03:23,119,119.00
00:03:23,127,127.00
00:03:23,125,125.00
00:03:23,136,136.00
00:03:23,142,142.00
00:03:23,130,130.00
00:03:23,146,146.00
00:03:23,170,170.00
00:03:23,174,174.00
00:03:23,188,188.00
00:03:23,205,205.00
00:03:24,207,207.00
00:03:24,184,184.00
00:03:24,151,151.00
00:03:24,149,149.00
00:03:24,142,142.00
00:03:24,177,177.00
00:03:24,205,205.00
00:03:24,158,158.00
00:03:24,149,149.00
00:03:24,131,131.00
00:03:24,160,160.00
00:03:24,128,128.00
00:03:25,110,110.00
00:03:25,111,111.00
00:03:25,117,117.00
00:03:25,113,113.00
00:03:25,120,120.00
00:03:25,117,117.00
00:03:25,115,115.00
00:03:25,119,119.00
00:03:25,117,117.00
00:03:25,116,116.00
00:03:25,111,111.00
00:03:25,117,117.00
00:03:26,112,112.00
00:03:26,117,117.00
00:03:26,106,106.00
00:03:26,94,94.00
00:03:26,98,98.00
00:03:26,101,101.00
00:03:26,117,117.00
00:03:26,115,115.00
00:03:26,111,111.00
00:03:26,92,92.00
00:03:26,47,47.00
00:03:26,44,44.00
00:03:27,37,37.00
00:03:27,26,26.00
00:03:27,4,4.00
00:03:27,4,4.00
00:03:27,34,34.00
00:03:27,76,76.00
00:03:27,92,92.00
00:03:27,62,62.00
00:03:27,81,81.00
00:03:27,136,136.00
00:03:27,164,164.00
00:03:27,202,202.00
00:03:28,229,229.00
00:03:28,240,240.00
00:03:28,264,264.00
00:03:28,281,281.00
00:03:28,297,297.00
00:03:28,294,294.00
00:03:28,299,299.00
00:03:28,301,301.00
00:03:28,301,301.00
00:03:28,309,309.00
00:03:28,311,311.00
00:03:29,315,315.00
00:03:29,306,306.00
00:03:29,315,315.00
00:03:29,311,311.00
00:03:29,306,306.00
00:03:29,315,315.00
00:03:29,316,316.00
00:03:29,317,317.00
00:03:29,311,311.00
00:03:29,309,309.00
00:03:29,315,315.00
00:03:29,303,303.00
00:03:30,279,279.00
00:03:30,247,247.00
00:03:30,200,200.00
00:03:30,153,153.00
00:03:30,152,152.00
00:03:30,145,145.00
00:03:30,117,117.00
00:03:30,64,64.00
00:03:30,46,46.00
00:03:30,35,35.00
00:03:30,33,33.00
00:03:30,28,28.00
00:03:31,24,24.00
00:03:31,26,26.00
00:03:31,35,35.00
00:03:31,52,52.00
00:03:31,137,137.00
00:03:31,206,206.00
00:03:31,242,242.00
00:03:31,242,242.00
00:03:31,230,230.00
00:03:31,223,223.00
00:03:31,221,221.00
00:03:31,221,221.00
00:03:32,243,243.00
00:03:32,251,251.00
00:03:32,278,278.00
00:03:32,286,286.00
00:03:32,290,290.00
00:03:32,294,294.00
00:03:32,306,306.00
00:03:32,304,304.00
00:03:32,305,305.00
00:03:32,308,308.00
00:03:32,317,317.00
00:03:32,294,294.00
00:03:33,289,289.00
00:03:33,297,297.00
00:03:33,292,292.00
00:03:33,281,281.00
00:03:33,254,254.00
00:03:33,245,245.00
00:03:33,237,237.00
00:03:33,196,196.00
00:03:33,175,175.00
00:03:33,149,149.00
00:03:33,132,132.00
00:03:34,132,132.00
00:03:34,113,113.00
00:03:34,86,86.00
00:03:34,72,72.00
00:03:34,45,45.00
00:03:34,38,38.00
00:03:34,41,41.00
00:03:34,45,45.00
00:03:34,82,82.00
00:03:34,168,168.00
00:03:34,201,201.00
00:03:34,201,201.00
00:03:35,174,174.00
00:03:35,178,178.00
00:03:35,200,200.00
00:03:35,209,209.00
00:03:35,210,210.00
00:03:35,199,199.00
00:03:35,208,208.00
00:03:35,205,205.00
00:03:35,200,200.00
00:03:35,227,227.00
00:03:35,247,247.00
00:03:35,248,248.00
00:03:36,279,279.00
00:03:36,263,263.00
00:03:36,273,273.00
00:03:36,234,234.00
00:03:36,234,234.00
00:03:36,220,220.00
00:03:36,190,190.00
00:03:36,201,201.00
00:03:36,242,242.00
00:03:36,231,231.00
00:03:36,180,180.00
00:03:36,135,135.00
00:03:37,132,132.00
00:03:37,141,141.00
00:03:37,111,111.00
00:03:37,73,73.00
00:03:37,50,50.00
00:03:37,45,45.00
00:03:37,36,36.00
00:03:37,50,50.00
00:03:37,64,64.00
00:03:37,41,41.00
00:03:37,45,45.00
00:03:37,61,61.00
00:03:38,90,90.00
00:03:38,121,121.00
00:03:38,224,224.00
00:03:38,244,244.00
00:03:38,215,215.00
00:03:38,195,195.00
00:03:38,212,212.00
00:03:38,218,218.00
00:03:38,214,214.00
00:03:38,228,228.00
00:03:38,235,235.00
00:03:39,240,240.00
00:03:39,218,218.00
00:03:39,223,223.00
00:03:39,230,230.00
00:03:39,237,237.00
00:03:39,222,222.00
00:03:39,240,240.00
00:03:39,249,249.00
00:03:39,235,235.00
00:03:39,224,224.00
00:03:39,206,206.00
00:03:39,236,236.00
00:03:40,283,283.00
00:03:40,293,293.00
00:03:40,306,306.00
00:03:40,284,284.00
00:03:40,300,300.00
00:03:40,299,299.00
00:03:40,307,307.00
00:03:40,305,305.00
00:03:40,303,303.00
00:03:40,302,302.00
00:03:40,296,296.00
00:03:40,298,298.00
00:03:41,290,290.00
00:03:41,274,274.00
00:03:41,263,263.00
00:03:41,223,223.00
00:03:41,173,173.00
00:03:41,146,146.00
00:03:41,132,132.00
00:03:41,119,119.00
00:03:41,120,120.00
00:03:41,96,96.00
00:03:41,70,70.00
00:03:41,71,71.00
00:03:42,70,70.00
00:03:42,70,70.00
00:03:42,46,46.00
00:03:42,36,36.00
00:03:42,28,28.00
00:03:42,28,28.00
00:03:42,48,48.00
00:03:42,58,58.00
00:03:42,61,61.00
00:03:42,70,70.00
00:03:42,75,75.00
00:03:42,77,77.00
00:03:43,123,123.00
00:03:43,253,253.00
00:03:43,238,238.00
00:03:43,220,220.00
00:03:43,226,226.00
00:03:43,230,230.00
00:03:43,238,238.00
00:03:43,239,239.00
00:03:43,229,229.00
00:03:43,211,211.00
00:03:43,207,207.00
00:03:44,198,198.00
00:03:44,200,200.00
00:03:44,207,207.00
00:03:44,203,203.00
00:03:44,218,218.00
00:03:44,210,210.00
00:03:44,216,216.00
00:03:44,225,225.00
00:03:44,218,218.00
00:03:44,242,242.00
00:03:44,269,269.00
00:03:44,270,270.00
00:03:45,264,264.00
00:03:45,264,264.00
00:03:45,258,258.00
00:03:45,261,261.00
00:03:45,265,265.00
00:03:45,262,262.00
00:03:45,264,264.00
00:03:45,260,260.00
00:03:45,262,262.00
00:03:45,270,270.00
00:03:45,254,254.00
00:03:45,240,240.00
00:03:46,175,175.00
00:03:46,165,165.00
00:03:46,124,124.00
00:03:46,118,118.00
00:03:46,112,112.00
00:03:46,110,110.00
