Timestamp,Flex_Value,Accel_X,Accel_Y,Accel_Z,Stability,Intensity,Direction,Rep_Count
15:52:33,121.3,-0.290,-0.388,0.150,0.257,0.0013,STILL,0
15:52:33,121.4,-0.290,-0.388,0.150,0.257,0.0006,STILL,0
15:52:33,121.3,-0.290,-0.388,0.150,0.257,0.0002,STILL,0
15:52:33,121.3,-0.290,-0.389,0.150,0.258,0.0007,STILL,0
15:52:33,122.0,-0.292,-0.390,0.150,0.260,0.0021,STILL,0
15:52:33,122.3,-0.295,-0.390,0.150,0.262,0.0033,STILL,0
15:52:33,122.6,-0.298,-0.391,0.149,0.264,0.0028,STILL,0
15:52:33,123.2,-0.298,-0.391,0.148,0.264,0.0006,STILL,0
15:52:33,123.2,-0.297,-0.391,0.148,0.263,0.0009,STILL,0
15:52:33,123.8,-0.295,-0.391,0.148,0.262,0.0016,STILL,0
15:52:33,123.4,-0.294,-0.392,0.148,0.262,0.0014,STILL,0
15:52:33,123.9,-0.293,-0.392,0.148,0.262,0.0010,STILL,0
15:52:33,124.2,-0.292,-0.392,0.149,0.261,0.0011,STILL,0
15:52:33,124.4,-0.291,-0.391,0.150,0.260,0.0019,STILL,0
15:52:33,123.1,-0.290,-0.390,0.151,0.259,0.0013,STILL,0
15:52:33,123.6,-0.290,-0.389,0.150,0.259,0.0009,STILL,0
15:52:33,123.2,-0.290,-0.389,0.150,0.258,0.0009,STILL,0
15:52:33,122.7,-0.289,-0.389,0.150,0.257,0.0006,STILL,0
15:52:33,123.1,-0.289,-0.389,0.150,0.257,0.0007,STILL,0
15:52:33,123.3,-0.289,-0.389,0.149,0.257,0.0007,STILL,0
15:52:33,123.9,-0.290,-0.390,0.149,0.258,0.0018,STILL,0
15:52:33,122.9,-0.292,-0.390,0.148,0.259,0.0017,STILL,0
15:52:33,122.8,-0.293,-0.390,0.148,0.260,0.0007,STILL,0
15:52:33,123.3,-0.293,-0.390,0.149,0.260,0.0006,STILL,0
15:52:33,124.3,-0.294,-0.390,0.149,0.260,0.0006,STILL,0
15:52:33,124.0,-0.294,-0.390,0.149,0.261,0.0002,STILL,0
15:52:33,125.2,-0.293,-0.390,0.149,0.260,0.0005,STILL,0
15:52:33,124.4,-0.293,-0.390,0.149,0.260,0.0004,STILL,0
15:52:33,125.0,-0.293,-0.390,0.149,0.260,0.0006,STILL,0
15:52:33,125.2,-0.294,-0.391,0.149,0.261,0.0008,STILL,0
15:52:33,126.5,-0.294,-0.391,0.150,0.262,0.0004,STILL,0
15:52:33,125.9,-0.294,-0.391,0.150,0.262,0.0006,STILL,0
15:52:34,125.9,-0.293,-0.392,0.150,0.262,0.0005,STILL,0
15:52:34,125.4,-0.293,-0.392,0.149,0.262,0.0008,STILL,0
15:52:34,125.7,-0.293,-0.392,0.149,0.261,0.0005,STILL,0
15:52:34,125.4,-0.293,-0.391,0.148,0.261,0.0008,STILL,0
15:52:34,126.1,-0.292,-0.391,0.148,0.260,0.0011,STILL,0
15:52:34,127.5,-0.290,-0.391,0.147,0.259,0.0019,STILL,0
15:52:34,128.0,-0.289,-0.392,0.146,0.259,0.0019,STILL,0
15:52:34,128.2,-0.288,-0.393,0.145,0.259,0.0014,STILL,0
15:52:34,127.1,-0.290,-0.394,0.144,0.260,0.0018,STILL,0
15:52:34,126.1,-0.291,-0.394,0.143,0.261,0.0016,STILL,0
15:52:34,127.2,-0.295,-0.394,0.143,0.263,0.0042,STILL,0
15:52:34,126.8,-0.296,-0.394,0.143,0.264,0.0011,STILL,0
15:52:34,125.7,-0.297,-0.394,0.144,0.264,0.0013,STILL,0
15:52:34,126.0,-0.297,-0.394,0.145,0.264,0.0011,STILL,0
15:52:34,127.6,-0.296,-0.394,0.146,0.264,0.0012,STILL,0
15:52:34,126.8,-0.294,-0.393,0.147,0.263,0.0026,STILL,0
15:52:34,127.5,-0.291,-0.392,0.149,0.260,0.0038,STILL,0
15:52:34,127.1,-0.288,-0.389,0.150,0.257,0.0033,STILL,0
15:52:34,128.6,-0.288,-0.387,0.150,0.255,0.0019,STILL,0
15:52:34,129.8,-0.288,-0.385,0.150,0.254,0.0021,STILL,0
15:52:34,128.5,-0.288,-0.383,0.149,0.252,0.0021,STILL,0
15:52:34,129.2,-0.287,-0.382,0.149,0.251,0.0013,STILL,0
15:52:34,129.9,-0.287,-0.382,0.148,0.250,0.0009,STILL,0
15:52:34,129.8,-0.286,-0.384,0.147,0.251,0.0024,STILL,0
15:52:34,131.0,-0.285,-0.387,0.145,0.252,0.0033,STILL,0
15:52:34,131.2,-0.286,-0.389,0.142,0.253,0.0038,STILL,0
15:52:34,131.1,-0.288,-0.391,0.140,0.256,0.0036,STILL,0
15:52:34,130.8,-0.290,-0.392,0.140,0.258,0.0028,STILL,0
